SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
346,Fort Malden,Fort Malden,100 Laird Avenue South,<Null>,Amherstburg,Ontario,19th-century border fortification; War of 1812,Ouvrage de d&eacute;fense frontalier du XIXe si&egrave;cle; guerre de 1812,42.1079,-83.112417
67,Fort McLeod,Fort McLeod,<Null>,west bank of the Pack River,Mcleod Lake,British Columbia,North West Company post built in 1805,Emplacement d'un poste de la Compagnie du Nord-Ouest construit en 1805,54.992511,-123.039531
281,Fort McNab,Fort McNab,<Null>,Mcnab's Island,Halifax,Nova Scotia,Fort built in 1889 to defend Halifax Harbour,Fort construit en 1889 pour d&eacute;fendre le port de Halifax,44.60008,-63.51533
329,Fort McPherson,Fort McPherson,<Null>,<Null>,Fort McPherson,Northwest Territories,"Traditional Teetl'it Gwich'in lands, Hudson's Bay Company post and mission for fifty years; first NWMP post in Wester Arctic, 1903",Paysage traditionelles des Teetl'it Gwich'in; Poste de la Compagnie de la Baie d'Hudson et missionde puis cinquante ann&eacute;es,67.440216,-134.884751
440,Fort Mississauga,Fort Mississauga,223 Queen Street,Mounted in front of main entrance,Niagara-on-the-Lake,Ontario,"19th-century brick tower within star-shaped earthworks, built to replace Fort George; War of 1812","Tour fortifi&eacute;e en brique sur des ouvrages en terre en forme d'&eacute;toile, XIXe si&egrave;cle; &eacute;rig&eacute; entre 1814 et 1816 en remplacement du fort George; guerre de 1812",43.261599,-79.077029
168,Fort Nashwaak (Naxoat),Fort Nashwaak (Naxoat),Union and Gibson Streets,Carleton Park,Fredericton,New Brunswick,"French fort, 1692-98","Emplacement d'un fort fran&ccedil;ais, 1692-1698",45.961754,-66.625415
214,Fort Nerepis,Fort Nerepis,Woodmans Point Road,Highway 102 at Woodmans Point Road,Woodmans Point,New Brunswick,"Ancient Wolastoqiyik (Maliseet) stronghold; site of 1749 French fort on aboriginal site, Fort Boish&eacute;bert","Endroit o&ugrave; un fort fran&ccedil;ais fut construit sur l'emplacement d'un village autochtone, fort Boish&eacute;bert",45.370205,-66.234187
569,Fort Norfolk,Fort Norfolk,76 Old Hill Road,Turkey Point Provincial Park,Turkey Point,Ontario,"Unfinished British navy yard and fort, 1813; War of 1812","Emplacement d'un chantier naval et d'un fort britanniques inachev&eacute;s, 1813; guerre de 1812",42.698883,-80.325167
761,Fort Pelly,Fort Pelly,<Null>,<Null>,Pelly,Saskatchewan,Remains of Hudson's Bay Company fur trade post,Vestiges d'un poste de traite de la Compagnie de la Baie d'Hudson,51.776667,-101.998667
750,Fort Pitt,Fort Pitt,<Null>,<Null>,Fort Pitt Provincial Park,Saskatchewan,"Hudson's Bay Company post, signing of Treaty n&ordm; 6","Emplacement d'un poste de la Compagnie de la Baie d'Hudson, signature du trait&eacute; n&ordm; 6",53.571466,-109.791027
751,Fort Qu'Appelle,Fort Qu'Appelle,198 Bay Avenue North,Near the museum,Fort Qu'Appelle,Saskatchewan,"Hudson's Bay Company fort, negotiation of Treaty n&ordm; 4; its role as a main fur trade depot for the latter half of the 19th century","Fort de la Compagnie de la Baie d'Hudson, n&eacute;gociation du trait&eacute; n&ordm; 4",50.771086,-103.798013
330,Fort Reliance,Fort Reliance,<Null>,<Null>,Reliance,Northwest Territories,Headquarters for Captain George Back's exploration of the Thelen and Great Fish (now Back) river; four stone fireplaces unique relics of the history of Canada's North,Quartier g&eacute;n&eacute;ral du capitaine George Back pour l&rsquo;exploration de la rivi&egrave;re Thelen et la Great Fish (maintenant Back); quatre foyers de pierre des vestiges uniques de l&rsquo;histoire du Nord canadien,62.783484,-108.93553
331,Fort Resolution,Fort Resolution,<Null>,<Null>,Fort Resolution,Northwest Territories,"Oldest continuously occupied place with origins in the fur trade in the Northwest Territories; Hudson's Bay Company, 1819","Plus ancien des lieux occup&eacute;s en permanence qui tirent leur origine du commerce des fourrures dans les Territoires du Nord-Ouest; par la Compagnie de la Baie d'Hudson, 1819",61.16609,-113.67588
726,Fort Richelieu,Fort Richelieu,Du Fort Street,near the Canada Steamship Lines Wharf,Sorel,Quebec,"One of the earliest forts in New France, 1642","Un des premiers forts construits en Nouvelle-France, 1642",46.045934,-73.117279
99,Fort Rodd Hill,Fort Rodd Hill,603 Fort Rodd Hill Road,<Null>,Colwood,British Columbia,Late 19th-century fort to defend Victoria-Esquimalt fortifications,Fort &eacute;rig&eacute; &agrave; la fin du XIXe si&egrave;cle pour assurer la d&eacute;fense de Victoria et d'Esquimalt,48.432197,-123.45046
305,Fort Sainte Marie de Grace,Fort Sainte-Marie-de-Gr&acirc;ce,<Null>,"Lighthouse Reserve, mouth of LaHave river",LaHave,Nova Scotia,"First permanent French settlement in Acadia, 1632",Premier &eacute;tablissement fran&ccedil;ais permanent en Acadie (1632),44.288333,-64.351389
367,Fort Sainte Marie II,Fort Sainte Marie II,<Null>,"Beausoliel First Nations Reserve, 1km east of ferry terminal by outer wall of fort on lakeshore",Christian Island,Ontario,"Jesuit mission to Hurons, 1649-50","Mission des J&eacute;suites chez les Hurons, 1649-1650",44.822414,-80.168188
719,Fort Saint-Jean,Fort Saint-Jean,Champlain Street (Saint-Jean Royal Military College),<Null>,Saint-Jean-sur-Richelieu,Quebec,"Rendez-vous for all the military expeditions towards Lake Champlain, 1748; rebuilt 1775, stood 45 days siege by General Montgomery during the American Invasion","Rendez-vous pour toutes les exp&eacute;ditions militaires vers le lac Champlain, 1748 ; reconstruit 1775, si&egrave;ge tenu de 45 jours par le G&eacute;n&eacute;ral Montgomery pendant l'invasion am&eacute;ricaine",45.298887,-73.252432
332,Fort Simpson,Fort Simpson,<Null>,overlooking the MacKenzie River,Fort Simpson,Northwest Territories,North West Company (1804) and Hudson's Bay Company (1822) posts,Postes des Compagnies du Nord-Ouest (1804) et de la Baie d'Hudson (1822),61.86015,-121.34347
52,Fort St. James,Fort St. James,PO Box 1148,<Null>,Fort St. James,British Columbia,"Fur trade post founded by Simon Fraser, 1806; Hudson's Bay Company","Poste de traite des fourrures &eacute;tabli par Simon Fraser en 1806, la Compagnie de la Baie d'Hudson",54.435204,-124.25659
79,Fort St. John,Fort St-John,<Null>,BC Lookout Point at mile 32 on the Alaska Highway,Taylor,British Columbia,"North West Company posts, 1806-23",Emplacement de postes de la Compagnie du Nord-Ouest (1806-1823),56.0943,-120.642671
525,Fort St. Joseph,Fort St. Joseph,<Null>,1927 - ruins of old chimney 1990 - concrete slab at Vistitor Centre,St. Joseph Island,Ontario,"British military outpost on western frontier, 1796-1812; British set out from here to attack Michilmackinac; War of 1812",Avant-poste militaire britannique &agrave; la fronti&egrave;re occidentale; guerre de 1812,46.064778,-83.945739
314,Fort St. Louis,Fort St-Louis,near Route 3,at Baccaro Point,Port La Tour,Nova Scotia,"During the Scottish occupation of Port Royal from 1629 to 1632, it was the only remaining foothold of France in Acadia",Emplacement d'un fort fran&ccedil;ais (1630 ),43.495,-65.470278
378,Fort St. Pierre,Fort St.-Pierre,Calder Drive,"Pither's Point Park (behind ball diamond, where railway bridge crosses Rainy River)",Fort Frances,Ontario,"French post on Rainy Lake, 1731-58",Emplacement d'un poste fran&ccedil;ais sur le lac-&agrave;-la-Pluie (1731-1758),48.615091,-93.356464
613,Fort Ste. Th&eacute;r&egrave;se,Fort Ste-Th&eacute;r&egrave;se,4293 Sainte-Th&eacute;r&egrave;se Boulevard,<Null>,Chambly,Quebec,"French fort for defence against Iroquois, 1665","Emplacement d'un fort fran&ccedil;ais construit pour d&eacute;fendre la population contre les Iroquois, 1665",45.397205,-73.26025
53,Fort Steele,Fort Steele,Main St.,Fort Steele Heritage Town provincial heritage park,Fort Steele,British Columbia,1887 North West Mounted Police barracks,Emplacement de casernes de la Police mont&eacute;e du Nord-Ouest &eacute;difi&eacute;es en 1887,49.611672,-115.629659
632,Fort St-Louis,Fort St-Louis,corner of River Road and Riverfront Road,<Null>,Kahnawake,Quebec,Built in 1725 for protection of Christian Iroquois,Construit en 1725 pour prot&eacute;ger les Iroquois convertis &agrave; la foi chr&eacute;tienne,45.415476,-73.677199
738,Fort T&eacute;miscamingue,Fort T&eacute;miscamingue,824 Old Fort Road,<Null>,Ville-Marie,Quebec,Remains of French fur trading post,Vestiges d'un poste fran&ccedil;ais de traite des fourrures,47.288814,-79.46146
243,Fort Townshend,Fort Townshend,Bonaventure Avenue and Harvey Roads,<Null>,St. John's,Newfoundland and Labrador,"Headquarters of Newfoundland garrison, 1779-1871","Quartier g&eacute;n&eacute;ral de la garnison de Terre-Neuve, 1779-1871",47.566661,-52.710669
729,Fort Trois-Rivi&egrave;res,Fort Trois-Rivi&egrave;res,Barracks Street,on the Customs Building Grounds,Trois-Rivi&egrave;res,Quebec,"Wooden fort, 1634-68, foundation of modern city","Fort en bois construit entre 1634 et 1638, sur son emplacement a &eacute;t&eacute; construite la ville",46.342237,-72.538675
25,Fort Vermilion,Fort Vermilion,<Null>,<Null>,Fort Vermilion,Alberta,North West Company and Hudson's Bay Company posts,Emplacement de postes des Compagnies du Nord-Ouest et de la Baie d'Hudson,58.39654,-116.00176
100,Fort Victoria,Fort Victoria,Wharf Street at Broughton,<Null>,Victoria,British Columbia,1843 Hudson's Bay Company post,Emplacement d'un poste &eacute;tabli par la Compagnie de la Baie d'Hudson en 1843,48.424764,-123.370029
758,Fort Walsh,Fort Walsh,PO Box 278,<Null>,Merryflat,Saskatchewan,Early Northwest Mounted Police post,Un des premiers postes &eacute;tablis par la Police mont&eacute;e du Nord-Ouest,49.572802,-109.881435
504,Fort Wellington,Fort Wellington,King Street,at the entrance to old blockhouse,Prescott,Ontario,British defence post on St. Lawrence River; War of 1812; military remains of 1813-38 fortifications,Vestiges militaires de fortifications &eacute;rig&eacute;es entre 1813-1838; guerre de 1812,44.713266,-75.508607
34,Fort Whoop-Up,Fort Whoop-Up,Junction of the St. Mary and Oldman rivers,Fort Whoop-up Interpretive Centre in Indian Battle Park,Lethbridge,Alberta,"Whisky post, led to formation of North West Mounted Police","Poste de trafic de whisky, a conduit &agrave; la cr&eacute;ation de la Police mont&eacute;e du Nord-Ouest",49.622152,-112.911379
533,Fort William,Fort William,corner of McNaughton and McTavish Streets,CPR railyard,Thunder Bay,Ontario,"North West Company post, 1803",Emplacement d'un poste de la Compagnie du Nord-Ouest (1803),48.390162,-89.23177
244,Fort William,Fort William,115 Cavendish Square,on wall of Newfoundland Hotel,St. John's,Newfoundland and Labrador,"Original headquarters of the British garrison in Newfoundland, established in 1697",A &eacute;t&eacute; le tout premier quartier g&eacute;n&eacute;ral de la garnison britannique mise en place &agrave; Terre-Neuve en 1697,47.570706,-52.700507
546,Fort York,Fort York,100 Garrison Road,<Null>,Toronto,Ontario,"Military buildings among oldest in Toronto, built 1813-15; occupied by Americans twice during War of 1812","Ensemble de b&acirc;timents militaires parmi les plus anciens &agrave; Toronto, 1813-1815; guerre de 1812",43.6392,-79.403617
689,Fortifications of Qu&eacute;bec,Fortifications de Qu&eacute;bec,97 Saint-Louis St.,On monument in front of building,Qu&eacute;bec,Quebec,"Defence system developed between 1608 and 1871 at Qu&eacute;bec City, the principal fortified place during Canada's colonial period; 4.6 km network of walls, gates and squares","Syst&egrave;me de d&eacute;fense d&eacute;velopp&eacute; entre 1608 et 1871, lieu principal de fortification lors de la p&eacute;riode coloniale du Canada; r&eacute;seau de murs, de portes et de places qui s'&eacute;tendait sur 4,6 km",46.807607,-71.207718
307,Fortress of Louisbourg,Forteresse de Louisbourg,<Null>,<Null>,Louisbourg,Nova Scotia,Reconstruction of 18th-century French fortress,Forteresse fran&ccedil;aise du XVIIIe si&egrave;cle; reconstruction,45.892841,-59.986811
1750,"Forts Rouge, Garry and Gibraltar","Forts Rouge, Garry et Gibraltar",130 Main St.,on gateway to Upper Fort Garry,Winnipeg,Manitoba,"Fort Rouge, - La V&eacute;rendrye, 1728; Fort Gibraltar, - North West Company, 1810; Fort Garry - Hudson's Bay Company, 1822",Fort Rouge - La V&eacute;rendrye (1738); Fort Gibraltar - Compagnie du Nord-Ouest (1810); Fort Garry - Compagnie de la Baie d'Hudson (1822),49.887983,-97.135383
567,Fourth York Post Office,Quatri&egrave;me bureau de poste de York,260 Adelaide Street East,on post in front of building,Toronto,Ontario,"Rare post office/residence, 1832-35",Rare exemple d'un &eacute;difice des ann&eacute;es 1830 servant &agrave; la fois de bureau de poste et de r&eacute;sidence (1832-1835),43.651942,-79.370388
575,Fran&ccedil;ois B&acirc;by House,Maison Fran&ccedil;ois B&acirc;by,254 Pitt Street West,on post few metres east of house,Windsor,Ontario,"Classically-inspired residence linked to War of 1812; abandoned during British withdrawal, October 1813",R&eacute;sidence d'inspiration classique associ&eacute;e a la guerre de 1812; construite en 1811,42.318433,-83.042267
169,Fredericton City Hall,H&ocirc;tel de ville de Fr&eacute;d&eacute;ricton,397 Queen Street,Mounted on building exterior front wall,Fredericton,New Brunswick,"Multi-functional municipal hall, 1875-76",H&ocirc;tel de ville &agrave; fonctions multiples construit en 1875-1876,45.963497,-66.643112
170,Fredericton Military Compound,Complexe militaire de Fr&eacute;d&eacute;ricton,11 Carleton Street,Mounted on building exterior wall on Guard House,Fredericton,New Brunswick,Important grouping of British Colonial military buildings,Important ensemble de b&acirc;timents militaires de la colonie britannique,45.962597,-66.640628
190,Free Meeting House,Temple libre,140 Steadman Street,<Null>,Moncton,New Brunswick,"Meeting house, symbol of ecumenical spirit, built in 1821","Temple construit en 1821, symbole de l'esprit &#339;cum&eacute;nique",46.094009,-64.773928
752,Frenchman Butte,Frenchman Butte,<Null>,<Null>,Frenchman Butte,Saskatchewan,"1885 battle, Cree and Canadian troops; Northwest Rebellion",Lieu o&ugrave; des cris et des troupes canadiennes se sont livr&eacute; bataille en 1885; R&eacute;bellion du Nord-Ouest,53.627285,-109.575534
358,Frenchman's Creek,Frenchman's Creek,Niagara River Parkway,mouth of Frenchman's Creek,Fort Erie,Ontario,British victory; War of 1812,Lieu o&ugrave; les Anglais ont remport&eacute; une victoire pendant la guerre de 1812,42.942233,-78.9265
26,Frog Lake,Lac La Grenouille,Fish Lake Road,Two miles east of the Frog Lake General Store/Post Office,Frog Lake,Alberta,"Cree uprising, Northwest Rebellion 1885",Endroit o&ugrave; des Cris ont pos&eacute; un acte de r&eacute;bellion en 1885; R&eacute;bellion du Nord-Ouest,53.831229,-110.358618
400,Frontenac County Court House,Palais de justice du comt&eacute; de Frontenac,1 Court Street,<Null>,Kingston,Ontario,Monumental Neoclassical court house facing Lake Ontario; opened in 1858,Palais de justice monumental de style n&eacute;o-classique qui s'&eacute;l&egrave;ve en face du lac Ontario; ouvrir en 1858,44.2275,-76.489517
360,Fulford Place,Fulford Place,287 King Street East,<Null>,Brockville,Ontario,"Eclectic mansion with original furnishings and grounds, 1899-00","Manoir &eacute;clectique, 1899; ameublement et am&eacute;nagement paysager d'origine (1899-00)",44.59745,-75.67105
2259,Gastown Historic District,Arrondissement historique de Gastown,<Null>,<Null>,Vancouver,British Columbia,Intact urban area of business and commercial buildings dating for the most part from 1886 to 1914,Zone urbaine intacte compos&eacute;e d'&eacute;difices commerciaux construits pour la plupart entre 1886 et 1914,49.283263,-123.105105
